Month,Book_ID,Book_Name,Author,ISBN,Category,Branch_Name,Current_Stock,Daily_Sales,Monthly_Sales,Rating,View_Count,Search_Count,Avg_Event_Score,CategoryScore,Branch_Demand_Score,Trend_Score,Trend_Label
2025-01,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Galle,30.8,3.84,119,3.9,16.26,7.65,9.2,70,21.25,47.49,Low Demand
2025-01,BK011,Yali Upannemi,Gunadasa Amarasekara,978-955-5678-11-8,Novel,Kandy,27.2,4.32,134,3.91,16.13,7.61,9.9,70,38.3,47.93,Low Demand
2025-01,BK012,Vilambitha,Mahinda Prasad Masimbula,978-955-3031-16-5,Novel,Colombo,34.1,6.77,210,4.87,23.55,11.45,7.5,70,90.96,94.48,High Demand
2025-01,BK012,Vilambitha,Mahinda Prasad Masimbula,978-955-3031-16-5,Novel,Galle,34.9,6.68,207,4.87,25.94,12.16,7.7,70,100.0,95.01,High Demand
2025-01,BK012,Vilambitha,Mahinda Prasad Masimbula,978-955-3031-16-5,Novel,Kandy,33.4,7.68,238,4.87,25.19,11.35,7.3,70,100.0,94.82,High Demand
2025-01,BK013,Kaliyugaya,Martin Wickramasinghe,978-955-1234-04-3,Novel,Colombo,34.1,5.45,169,4.15,20.39,9.48,10.6,70,69.14,77.15,High Demand
2025-01,BK013,Kaliyugaya,Martin Wickramasinghe,978-955-1234-04-3,Novel,Galle,31.8,6.0,186,4.17,22.81,11.16,7.6,70,89.57,86.34,High Demand
2025-01,BK013,Kaliyugaya,Martin Wickramasinghe,978-955-1234-04-3,Novel,Kandy,27.8,5.74,178,4.17,20.77,10.03,7.5,70,50.25,71.17,Moderate Demand
2025-01,BK014,Yuganthaya,Martin Wickramasinghe,978-955-1234-05-0,Novel,Colombo,28.7,6.97,216,3.97,26.26,12.39,8.3,70,88.77,79.52,High Demand
2025-01,BK014,Yuganthaya,Martin Wickramasinghe,978-955-1234-05-0,Novel,Galle,36.8,6.61,205,3.96,23.1,11.58,7.4,70,85.1,80.19,High Demand
2025-01,BK014,Yuganthaya,Martin Wickramasinghe,978-955-1234-05-0,Novel,Kandy,31.0,7.06,219,3.93,25.06,11.29,8.0,70,76.13,74.59,High Demand
2025-01,BK015,Bavatharanaya,Martin Wickramasinghe,978-955-1234-06-7,Novel,Colombo,32.1,4.97,154,4.16,17.23,7.97,7.9,70,43.55,63.24,Moderate Demand
2025-01,BK015,Bavatharanaya,Martin Wickramasinghe,978-955-1234-06-7,Novel,Galle,33.0,4.71,146,4.18,18.87,8.45,9.5,70,62.98,88.32,High Demand
2025-01,BK015,Bavatharanaya,Martin Wickramasinghe,978-955-1234-06-7,Novel,Kandy,34.3,5.61,174,4.17,21.26,9.55,7.9,70,44.56,58.59,Moderate Demand
2025-01,BK016,Lolita,Vladimir Nabokov (Trans.),978-955-3022-10-1,Translated Classic,Colombo,28.8,3.45,107,4.43,14.48,7.48,8.2,78,18.55,46.76,Low Demand
2025-01,BK016,Lolita,Vladimir Nabokov (Trans.),978-955-3022-10-1,Translated Classic,Galle,38.0,2.94,91,4.44,11.9,5.87,9.1,78,5.05,38.92,Low Demand
2025-01,BK016,Lolita,Vladimir Nabokov (Trans.),978-955-3022-10-1,Translated Classic,Kandy,35.8,3.9,121,4.44,16.35,7.71,8.0,78,34.15,54.09,Low Demand
2025-01,BK017,Aprasanna Kathavak,Karunasena Jayalath,978-955-1100-33-5,Novel,Colombo,35.8,4.35,135,4.08,16.84,8.55,10.1,70,41.13,56.18,Moderate Demand
2025-01,BK017,Aprasanna Kathavak,Karunasena Jayalath,978-955-1100-33-5,Novel,Galle,27.9,4.61,143,4.07,16.61,8.1,9.7,70,50.5,67.3,Moderate Demand
2025-01,BK017,Aprasanna Kathavak,Karunasena Jayalath,978-955-1100-33-5,Novel,Kandy,29.3,5.16,160,4.08,18.39,8.9,8.6,70,47.5,68.87,Moderate Demand
2025-01,BK018,Golu Hadawatha,Karunasena Jayalath,978-955-1100-34-2,Novel,Colombo,37.3,3.42,106,4.25,13.52,6.81,8.4,70,12.49,46.45,Low Demand
2025-01,BK018,Golu Hadawatha,Karunasena Jayalath,978-955-1100-34-2,Novel,Galle,35.6,2.52,78,4.27,10.1,5.03,7.2,70,3.31,46.02,Low Demand
2025-01,BK018,Golu Hadawatha,Karunasena Jayalath,978-955-1100-34-2,Novel,Kandy,39.5,2.9,90,4.26,12.35,6.1,7.9,70,0.0,37.22,Low Demand
2025-01,BK019,Gahanu Lamai,Karunasena Jayalath,978-955-1100-35-9,Novel,Colombo,32.1,7.0,217,3.82,24.1,11.29,9.9,70,100.0,86.72,High Demand
2025-01,BK019,Gahanu Lamai,Karunasena Jayalath,978-955-1100-35-9,Novel,Galle,30.4,6.13,190,3.83,22.58,10.16,6.4,70,84.77,80.62,High Demand
2025-01,BK019,Gahanu Lamai,Karunasena Jayalath,978-955-1100-35-9,Novel,Kandy,35.0,7.32,227,3.83,24.61,11.29,7.3,70,85.2,84.05,High Demand
2025-01,BK020,Kulakumariya,T. B. Ilangaratne,978-955-8877-67-2,Novel,Colombo,35.1,4.71,146,4.14,17.45,8.23,9.2,70,54.33,57.48,Moderate Demand
2025-01,BK020,Kulakumariya,T. B. Ilangaratne,978-955-8877-67-2,Novel,Galle,33.3,5.81,180,4.15,19.71,9.48,6.5,70,80.4,82.37,High Demand
2025-01,BK020,Kulakumariya,T. B. Ilangaratne,978-955-8877-67-2,Novel,Kandy,32.2,5.74,178,4.16,19.61,9.65,8.9,70,64.43,67.59,Moderate Demand
2025-01,BK021,Lasanda,T. B. Ilangaratne,978-955-8877-68-9,Novel,Colombo,35.8,6.1,189,4.42,22.97,10.61,8.1,70,60.54,68.15,Moderate Demand
2025-01,BK021,Lasanda,T. B. Ilangaratne,978-955-8877-68-9,Novel,Galle,34.5,5.06,157,4.43,18.16,8.58,7.5,70,86.6,89.87,High Demand
2025-01,BK021,Lasanda,T. B. Ilangaratne,978-955-8877-68-9,Novel,Kandy,36.0,5.94,184,4.44,20.32,9.52,9.8,70,61.61,73.94,High Demand
2025-01,BK022,Maname,Ediriweera Sarachchandra,978-955-9012-06-1,Drama,Colombo,35.9,4.84,150,3.87,19.35,8.77,8.4,65,50.71,64.44,Moderate Demand
2025-01,BK022,Maname,Ediriweera Sarachchandra,978-955-9012-06-1,Drama,Galle,31.2,4.03,125,3.86,15.97,7.55,8.4,65,46.45,62.69,Moderate Demand
2025-01,BK022,Maname,Ediriweera Sarachchandra,978-955-9012-06-1,Drama,Kandy,36.4,4.77,148,3.85,17.42,8.55,10.0,65,43.06,52.65,Low Demand
2025-01,BK023,Sinhabahu,Ediriweera Sarachchandra,978-955-9012-07-8,Drama,Colombo,31.0,6.65,206,4.0,24.23,11.74,9.5,65,100.0,83.69,High Demand
2025-01,BK023,Sinhabahu,Ediriweera Sarachchandra,978-955-9012-07-8,Drama,Galle,30.6,6.16,191,3.99,21.13,10.0,6.9,65,94.09,79.5,High Demand
2025-01,BK023,Sinhabahu,Ediriweera Sarachchandra,978-955-9012-07-8,Drama,Kandy,31.0,6.48,201,4.01,23.1,10.42,7.2,65,81.62,83.96,High Demand
2025-01,BK024,Walmath Vee Atharaman Veemi,Simon Navagattegama,978-955-7733-11-2,Novel,Colombo,34.0,6.58,204,4.15,24.06,11.71,7.3,70,100.0,82.76,High Demand
2025-01,BK024,Walmath Vee Atharaman Veemi,Simon Navagattegama,978-955-7733-11-2,Novel,Galle,31.5,5.58,173,4.17,19.52,9.26,9.5,70,74.5,75.43,High Demand
2025-01,BK024,Walmath Vee Atharaman Veemi,Simon Navagattegama,978-955-7733-11-2,Novel,Kandy,34.2,6.55,203,4.16,20.68,9.84,8.6,70,100.0,88.95,High Demand
2025-01,BK025,Sansaranyaye Dadayakkara,Simon Navagattegama,978-955-7733-12-9,Novel,Colombo,30.4,6.42,199,3.27,21.71,10.1,8.8,70,86.8,82.52,High Demand
2025-01,BK025,Sansaranyaye Dadayakkara,Simon Navagattegama,978-955-7733-12-9,Novel,Galle,34.2,6.32,196,3.29,22.16,10.23,10.7,70,91.96,76.22,High Demand
2025-01,BK025,Sansaranyaye Dadayakkara,Simon Navagattegama,978-955-7733-12-9,Novel,Kandy,36.5,6.97,216,3.28,23.87,11.55,9.7,70,93.51,78.16,High Demand
2025-01,BK026,Kavikandarawa,Mahinda Prasad Masimbula,978-955-3031-17-2,Poetry,Colombo,39.1,3.81,118,4.38,14.58,6.29,10.2,50,19.32,44.56,Low Demand
2025-01,BK026,Kavikandarawa,Mahinda Prasad Masimbula,978-955-3031-17-2,Poetry,Galle,33.2,3.48,108,4.38,14.13,7.19,8.9,50,29.9,42.05,Low Demand
2025-01,BK026,Kavikandarawa,Mahinda Prasad Masimbula,978-955-3031-17-2,Poetry,Kandy,28.1,3.58,111,4.37,12.87,6.0,9.3,50,8.76,37.12,Low Demand
2025-01,BK027,Dodamlu Iwura,Sumithra Rahubadda,978-955-4422-34-4,Novel,Colombo,32.3,4.65,144,4.98,18.26,8.65,7.4,70,50.38,63.57,Moderate Demand
2025-01,BK027,Dodamlu Iwura,Sumithra Rahubadda,978-955-4422-34-4,Novel,Galle,37.0,4.94,153,4.99,17.61,8.65,8.2,70,65.71,80.38,High Demand
2025-01,BK027,Dodamlu Iwura,Sumithra Rahubadda,978-955-4422-34-4,Novel,Kandy,35.9,4.97,154,4.98,19.19,9.65,8.3,70,22.78,56.49,Moderate Demand
2025-01,BK028,Bumuthurunu,Sumithra Rahubadda,978-955-4422-35-1,Novel,Colombo,34.5,2.77,86,4.09,12.06,6.06,7.5,70,0.0,32.68,Low Demand
2025-01,BK028,Bumuthurunu,Sumithra Rahubadda,978-955-4422-35-1,Novel,Galle,31.8,2.81,87,4.09,11.16,5.71,6.9,70,11.76,47.99,Low Demand
2025-01,BK028,Bumuthurunu,Sumithra Rahubadda,978-955-4422-35-1,Novel,Kandy,34.6,3.32,103,4.08,12.52,6.03,8.0,70,5.85,37.02,Low Demand
2025-01,BK029,Podi Hamuduruwo,Sybil Wettasinghe,978-955-2011-44-3,Children's,Colombo,34.1,3.29,102,4.59,12.84,6.19,9.3,60,8.47,47.64,Low Demand
2025-01,BK029,Podi Hamuduruwo,Sybil Wettasinghe,978-955-2011-44-3,Children's,Galle,35.9,3.26,101,4.56,13.19,6.48,8.4,60,14.44,41.06,Low Demand
2025-01,BK029,Podi Hamuduruwo,Sybil Wettasinghe,978-955-2011-44-3,Children's,Kandy,30.1,3.48,108,4.56,13.9,6.42,8.8,60,15.21,46.03,Low Demand
2025-01,BK030,Kuda Hora,Sybil Wettasinghe,978-955-2011-45-0,Children's,Colombo,30.9,5.23,162,4.05,18.55,9.39,7.7,60,63.99,69.4,Moderate Demand
2025-01,BK030,Kuda Hora,Sybil Wettasinghe,978-955-2011-45-0,Children's,Galle,39.5,5.42,168,4.06,20.74,9.84,10.0,60,62.86,64.41,Moderate Demand
2025-01,BK030,Kuda Hora,Sybil Wettasinghe,978-955-2011-45-0,Children's,Kandy,33.0,6.19,192,4.06,23.65,10.81,9.8,60,68.79,82.05,High Demand
2025-01,BK031,Maria Cylonica,P. B. Jayasekara,978-955-6611-22-3,Novel,Colombo,38.8,5.77,179,3.88,20.61,9.97,10.6,70,65.49,75.24,High Demand
2025-01,BK031,Maria Cylonica,P. B. Jayasekara,978-955-6611-22-3,Novel,Galle,31.5,6.61,205,3.87,22.94,10.39,8.6,70,100.0,86.82,High Demand
2025-01,BK031,Maria Cylonica,P. B. Jayasekara,978-955-6611-22-3,Novel,Kandy,26.5,5.39,167,3.87,21.32,10.19,6.6,70,58.96,64.71,Moderate Demand
2025-01,BK032,Atawaka Putthu,Liyanage Amarakeerthi,978-955-3044-55-4,Novel,Colombo,33.4,7.23,224,4.24,25.1,11.71,8.4,70,97.02,90.18,High Demand
2025-01,BK032,Atawaka Putthu,Liyanage Amarakeerthi,978-955-3044-55-4,Novel,Galle,34.2,6.45,200,4.25,23.81,11.71,7.1,70,96.37,83.68,High Demand
2025-01,BK032,Atawaka Putthu,Liyanage Amarakeerthi,978-955-3044-55-4,Novel,Kandy,35.4,6.26,194,4.24,22.97,10.19,8.8,70,87.03,83.07,High Demand
2025-01,BK033,Kurulu Hadawatha,Liyanage Amarakeerthi,978-955-3044-56-1,Novel,Colombo,35.3,3.9,121,3.54,15.35,7.23,7.5,70,29.81,53.13,Low Demand
2025-01,BK033,Kurulu Hadawatha,Liyanage Amarakeerthi,978-955-3044-56-1,Novel,Galle,32.5,4.13,128,3.54,16.68,7.74,8.5,70,54.31,60.38,Moderate Demand
2025-01,BK033,Kurulu Hadawatha,Liyanage Amarakeerthi,978-955-3044-56-1,Novel,Kandy,25.7,3.74,116,3.54,15.0,7.42,8.3,70,24.33,50.91,Low Demand
2025-01,BK034,Gini Avi saha Gini Keli,Anura Horatious,978-955-9988-11-2,Novel,Colombo,29.9,4.81,149,3.76,17.39,8.58,7.8,70,44.83,61.27,Moderate Demand
2025-01,BK034,Gini Avi saha Gini Keli,Anura Horatious,978-955-9988-11-2,Novel,Galle,38.1,4.03,125,3.74,14.58,7.39,10.5,70,44.88,56.05,Moderate Demand
2025-01,BK034,Gini Avi saha Gini Keli,Anura Horatious,978-955-9988-11-2,Novel,Kandy,33.2,4.52,140,3.73,15.68,7.42,9.3,70,44.22,57.63,Moderate Demand
2025-01,BK035,Daskon,Wimalaratne Kumaragama,978-955-2233-44-5,Poetry,Colombo,36.6,4.87,151,4.43,17.61,8.48,8.6,50,60.03,68.33,Moderate Demand
2025-01,BK035,Daskon,Wimalaratne Kumaragama,978-955-2233-44-5,Poetry,Galle,32.4,4.23,131,4.43,15.87,7.42,6.1,50,39.68,63.41,Moderate Demand
2025-01,BK035,Daskon,Wimalaratne Kumaragama,978-955-2233-44-5,Poetry,Kandy,29.3,4.55,141,4.43,17.0,7.87,7.5,50,37.6,52.84,Low Demand
2025-01,BK036,Pethigomara,K. Jayatillake,978-955-1555-11-0,Novel,Colombo,32.8,3.68,114,4.18,14.55,6.9,8.0,70,29.71,52.69,Low Demand
2025-01,BK036,Pethigomara,K. Jayatillake,978-955-1555-11-0,Novel,Galle,29.0,3.26,101,4.19,12.84,6.26,8.3,70,20.03,41.12,Low Demand
2025-01,BK036,Pethigomara,K. Jayatillake,978-955-1555-11-0,Novel,Kandy,38.5,3.81,118,4.18,13.55,6.61,7.2,70,26.14,53.58,Low Demand
2025-01,BK037,Charitha Thunak,K. Jayatillake,978-955-1555-12-7,Novel,Colombo,34.7,3.48,108,3.93,14.16,6.84,8.6,70,21.61,52.79,Low Demand
2025-01,BK037,Charitha Thunak,K. Jayatillake,978-955-1555-12-7,Novel,Galle,34.0,2.81,87,3.94,12.74,6.39,8.0,70,9.5,34.43,Low Demand
2025-01,BK037,Charitha Thunak,K. Jayatillake,978-955-1555-12-7,Novel,Kandy,32.0,3.29,102,3.92,13.23,6.39,7.1,70,10.03,31.33,Low Demand
2025-01,BK038,Parajithayo,Siri Gunasinghe,978-955-1100-23-6,Novel,Colombo,37.8,3.87,120,4.34,14.35,7.13,7.6,70,29.51,61.91,Moderate Demand
2025-01,BK038,Parajithayo,Siri Gunasinghe,978-955-1100-23-6,Novel,Galle,29.6,4.23,131,4.35,16.1,7.58,7.8,70,38.64,58.89,Moderate Demand
2025-01,BK038,Parajithayo,Siri Gunasinghe,978-955-1100-23-6,Novel,Kandy,33.4,5.84,181,4.34,21.48,10.13,9.4,70,59.72,78.37,High Demand
2025-01,BK039,Rosa Malak Mata Denna,Shanthi Dissanayake,978-955-6677-88-1,Novel,Colombo,36.2,3.58,111,4.83,13.35,6.68,8.3,70,24.54,62.56,Moderate Demand
2025-01,BK039,Rosa Malak Mata Denna,Shanthi Dissanayake,978-955-6677-88-1,Novel,Galle,33.7,3.77,117,4.84,15.1,7.23,9.0,70,27.98,54.34,Low Demand
2025-01,BK039,Rosa Malak Mata Denna,Shanthi Dissanayake,978-955-6677-88-1,Novel,Kandy,33.4,3.35,104,4.85,14.39,7.23,9.3,70,0.6,49.74,Low Demand
2025-01,BK040,Paradal,Shanthi Dissanayake,978-955-6677-89-8,Novel,Colombo,38.0,5.87,182,4.14,22.13,10.48,10.5,70,67.35,67.81,Moderate Demand
2025-01,BK040,Paradal,Shanthi Dissanayake,978-955-6677-89-8,Novel,Galle,33.5,5.29,164,4.15,18.71,9.26,8.3,70,67.55,57.6,Moderate Demand
2025-01,BK040,Paradal,Shanthi Dissanayake,978-955-6677-89-8,Novel,Kandy,31.2,6.45,200,4.14,22.81,11.58,8.2,70,73.96,76.3,High Demand
2025-01,BK041,Girikulu,Shanthi Dissanayake,978-955-6677-90-4,Novel,Colombo,33.6,4.48,139,3.96,18.16,8.65,7.8,70,49.25,62.93,Moderate Demand
2025-01,BK041,Girikulu,Shanthi Dissanayake,978-955-6677-90-4,Novel,Galle,27.4,3.55,110,3.94,15.23,7.42,9.9,70,17.65,51.01,Low Demand
2025-01,BK041,Girikulu,Shanthi Dissanayake,978-955-6677-90-4,Novel,Kandy,29.4,6.03,187,3.96,20.03,9.19,9.0,70,65.03,70.74,Moderate Demand
2025-01,BK042,Sakkarang,Prasanna Vithanage (Adapt.),978-955-3322-11-9,Drama,Colombo,34.2,6.45,200,3.58,22.65,10.35,8.7,65,83.55,71.71,High Demand
2025-01,BK042,Sakkarang,Prasanna Vithanage (Adapt.),978-955-3322-11-9,Drama,Galle,36.0,6.77,210,3.55,22.87,10.48,7.7,65,100.0,77.91,High Demand
2025-01,BK042,Sakkarang,Prasanna Vithanage (Adapt.),978-955-3322-11-9,Drama,Kandy,33.4,5.74,178,3.57,20.32,9.71,6.9,65,66.89,65.23,Moderate Demand
2025-01,BK043,Bhatti,Edward Mallawaarachchi,978-955-5544-33-2,Novel,Colombo,33.2,5.29,164,4.13,18.74,8.58,7.7,70,37.96,67.65,Moderate Demand
2025-01,BK043,Bhatti,Edward Mallawaarachchi,978-955-5544-33-2,Novel,Galle,34.5,5.16,160,4.13,19.84,9.23,10.9,70,66.58,69.43,Moderate Demand
2025-01,BK043,Bhatti,Edward Mallawaarachchi,978-955-5544-33-2,Novel,Kandy,34.3,6.0,186,4.13,22.0,10.35,10.0,70,60.44,75.56,High Demand
2025-01,BK044,Sihina Kumari,Edward Mallawaarachchi,978-955-5544-34-9,Novel,Colombo,28.0,4.97,154,4.32,19.48,9.0,8.1,70,50.74,60.14,Moderate Demand
2025-01,BK044,Sihina Kumari,Edward Mallawaarachchi,978-955-5544-34-9,Novel,Galle,34.3,3.61,112,4.32,14.06,6.84,8.8,70,35.1,53.87,Low Demand
2025-01,BK044,Sihina Kumari,Edward Mallawaarachchi,978-955-5544-34-9,Novel,Kandy,31.9,4.19,130,4.32,15.77,7.35,7.7,70,24.5,53.54,Low Demand
2025-01,BK045,Adaraneeya Wasthuwe,Upul Shantha Sannasgala,978-955-8811-22-5,Novel,Colombo,30.5,6.35,197,3.99,22.48,10.35,6.8,70,72.37,80.92,High Demand
2025-01,BK045,Adaraneeya Wasthuwe,Upul Shantha Sannasgala,978-955-8811-22-5,Novel,Galle,33.9,6.48,201,3.98,22.29,10.71,6.8,70,96.06,83.77,High Demand
2025-01,BK045,Adaraneeya Wasthuwe,Upul Shantha Sannasgala,978-955-8811-22-5,Novel,Kandy,27.5,7.26,225,3.97,26.1,12.35,8.5,70,100.0,89.33,High Demand
2025-01,BK046,Warna,Upul Shantha Sannasgala,978-955-8811-23-2,Poetry,Colombo,32.7,6.26,194,4.67,21.16,10.81,7.6,50,85.48,78.24,High Demand
2025-01,BK046,Warna,Upul Shantha Sannasgala,978-955-8811-23-2,Poetry,Galle,30.7,6.1,189,4.68,21.74,9.97,9.5,50,81.85,86.85,High Demand
2025-01,BK046,Warna,Upul Shantha Sannasgala,978-955-8811-23-2,Poetry,Kandy,33.8,6.39,198,4.66,23.32,10.71,9.2,50,83.79,81.22,High Demand
2025-01,BK047,Amma,Maxim Gorky (Trans.),978-955-6655-44-1,Translated Classic,Colombo,31.0,3.74,116,4.46,13.74,6.58,8.1,78,36.15,70.66,Moderate Demand
2025-01,BK047,Amma,Maxim Gorky (Trans.),978-955-6655-44-1,Translated Classic,Galle,34.2,3.61,112,4.46,15.87,7.52,6.3,78,16.15,42.05,Low Demand
2025-01,BK047,Amma,Maxim Gorky (Trans.),978-955-6655-44-1,Translated Classic,Kandy,34.4,4.48,139,4.46,16.23,7.87,7.0,78,23.93,58.83,Moderate Demand
2025-01,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Colombo,28.7,4.16,129,4.36,15.87,7.48,9.3,78,38.32,65.03,Moderate Demand
2025-01,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Galle,33.7,4.06,126,4.38,15.61,7.77,7.4,78,35.49,57.21,Moderate Demand
2025-01,BK048,Anna Karenina,Leo Tolstoy (Trans.),978-955-6655-45-8,Translated Classic,Kandy,34.3,4.77,148,4.36,19.03,8.84,7.8,78,42.18,61.55,Moderate Demand
2025-01,BK049,Post-Modernism,Various,978-955-1212-12-1,Academic,Colombo,30.1,5.87,182,3.85,21.03,10.0,7.9,45,88.42,84.89,High Demand
2025-01,BK049,Post-Modernism,Various,978-955-1212-12-1,Academic,Galle,28.6,4.52,140,3.84,17.29,8.13,5.7,45,66.32,69.58,Moderate Demand
2025-01,BK049,Post-Modernism,Various,978-955-1212-12-1,Academic,Kandy,37.9,6.35,197,3.86,22.42,10.52,8.0,45,84.68,69.31,Moderate Demand
2025-01,BK050,Mahavamsa,Mahanama Thera,978-955-0011-22-3,Historical/Religious,Colombo,32.0,2.94,91,4.31,12.84,6.29,7.1,55,0.0,31.92,Low Demand
2025-01,BK050,Mahavamsa,Mahanama Thera,978-955-0011-22-3,Historical/Religious,Galle,26.0,3.29,102,4.32,12.71,6.55,8.9,55,9.64,41.23,Low Demand
