Book ID,Title,Author,Category,Price (Rs.),ISBN,Cover Image URL,In Stock,View Count,Rating,Search Tags,Search Count,Branch,Current Stock,Daily Sales,Branch Demand Score,Trend Score,Trend Label,,,,,,,,
REAL-051,හොඳින් දන්න නාඳුනන අපි (Hodin Danna Nandunana Apa),කල්පනා කස්තුරිආරච්චි,Novel / Suspense,807.5,9.79E+12,/images/books/hodin_danna_nandunana_apa.jpg,TRUE,270,4.5,"හොඳින් දන්න නාඳුනන අපි, Hodin Danna Nandunana Apa, කල්පනා කස්තුරිආරච්චි",68,Colombo,100,32,130.7,86.14,High Demand,,,,,,,,
REAL-052,සඳවැස්සක (Sadewasekala),වත්සලා බාලසූරිය,නවකතා (Novel),1020,9.79E+12,/images/books/sadewasekala.jpg,FALSE,190,4.5,"සඳවැස්සක, Sadewasekala, වත්සලා බාලසූරිය",48,Colombo,35,35,130.3,90.16,High Demand,,,,,,,,
REAL-053,චන්ද්‍ර හෝරාව (Chandra Horawa),ලක්ෂිණි දිල්රුක්ෂි,නවකතා (Novel),1258,9.79E+12,/images/books/chandra_horawa.jpg,FALSE,540,3.7,"චන්ද්‍ර හෝරාව, Chandra Horawa, ලක්ෂිණි දිල්රුක්ෂි",135,Colombo,32,7,94.2,79.74,Moderate Demand,,,,,,,,
REAL-054,රන්හුයක සිරවී (Ranhuyaka Sirawee),යාෂු සේමසිංහ,නවකතා (Novel),1402.5,9.79E+12,/images/books/ranhuyaka_sirawee.jpg,TRUE,610,4.4,"රන්හුයක සිරවී, Ranhuyaka Sirawee, යාෂු සේමසිංහ",153,Galle,79,31,154.9,106.98,High Demand,,,,,,,,
REAL-055,හරිත නිම්නය (Haritha Nimnaya),අනුර පද්මසිරි දිසානායක,නවකතා (Novel),360,9553136141,/images/books/haritha_nimnaya.jpg,TRUE,180,4.3,"හරිත නිම්නය, Haritha Nimnaya, අනුර පද්මසිරි දිසානායක",45,Colombo,75,32,121.4,80.68,High Demand,,,,,,,,
REAL-056,තවත් එක් බිරිඳක් (Thawath Ek Biridak),ප්‍රභානි තෙන්නකෝන්,නවකතා (Novel),1360,6246808115,/images/books/thawath_ek_biridak.jpg,TRUE,290,4.5,"තවත් එක් බිරිඳක්, Thawath Ek Biridak, ප්‍රභානි තෙන්නකෝන්",73,Colombo,34,31,130.3,93.16,High Demand,,,,,,,,
REAL-057,ආර්ණා (Aarna),අලානා මදුරගොඩ,නවකතා (Novel),1487.5,6242104660,/images/books/aarna.jpg,TRUE,415,4.3,"ආර්ණා, Aarna, අලානා මදුරගොඩ",104,Galle,40,7,90.25,78.55,Moderate Demand,,,,,,,,
REAL-058,අස්ත්‍රා (Asthra),අසේනි වර්ෂා,නවකතා (Novel),1615,624659655X,/images/books/asthra.jpg,FALSE,230,4.4,"අස්ත්‍රා, Asthra, අසේනි වර්ෂා",58,Kandy,35,12,86.5,73,Moderate Demand,,,,,,,,
REAL-059,බීබී (BB),සමන් වික්‍රමආරච්චි,නවකතා (Novel),360,9553136451,/images/books/bb.jpg,TRUE,560,4.8,"බීබී, BB, සමන් වික්‍රමආරච්චි",140,Galle,71,21,134.8,101.46,High Demand,,,,,,,,
REAL-060,හීන පහක් (Hina Pahak),සුනේත්‍රා අලුත්දුන්න,නවකතා (Novel),520,9553136494,/images/books/hina_pahak.jpg,TRUE,310,3.7,"හීන පහක්, Hina Pahak, සුනේත්‍රා අලුත්දුන්න",78,Colombo,31,1,63.9,61.08,Moderate Demand,,,,,,,,
REAL-061,බටහිර සුළඟ (Batahira Sulaga),හැරිසන් ද සිල්වා,නවකතා (Novel),780,9553136559,/images/books/batahira_sulaga.jpg,TRUE,195,3.9,"බටහිර සුළඟ, Batahira Sulaga, හැරිසන් ද සිල්වා",49,Colombo,53,27,108.65,75.03,Moderate Demand,,,,,,,,
REAL-062,වානේ පන්නරය ලැබූ හැටි - 1,දැඩිගම වී. රුද්‍රිගු (පරිවර්තනය),නවකතා / පරිවර්තනය,960,9553137113,/images/books/wane_pannaraya_1.jpg,TRUE,720,4.2,"වානේ පන්නරය ලැබූ හැටි, Wane Pannaraya, දැඩිගම වී රුද්‍රිගු",180,Colombo,97,13,125.6,95.02,High Demand,,,,,,,,
REAL-063,වානේ පන්නරය ලැබූ හැටි - 2,දැඩිගම වී. රුද්‍රිගු (පරිවර්තනය),නවකතා / පරිවර්තනය,880,9553137164,/images/books/wane_pannaraya_2.jpg,TRUE,680,3.9,"වානේ පන්නරය ලැබූ හැටි, Wane Pannaraya, දැඩිගම වී රුද්‍රිගු",170,Galle,48,23,139.4,101.88,High Demand,,,,,,,,
REAL-064,නකල්ස් (Knuckles),විශ්වනි කරුණාරත්න,Mystery / Thriller / Novel,950,978-624-5891-06-1,/images/books/knuckles.jpg,TRUE,510,3.9,"නකල්ස්, Knuckles, විශ්වනි කරුණාරත්න, Wishwani Karunarathna",128,Galle,41,34,147.9,101.08,High Demand,,,,,,,,
REAL-065,සමුද්‍ර (Samudra),දිලුක්ෂි හඳපාන්ගොඩ,Fantasy / Romance / Novel,1200,978-624-5673-33-9,/images/books/samudra.jpg,TRUE,340,4.1,"සමුද්‍ර, Samudra, දිලුක්ෂි හඳපාන්ගොඩ, Dilukshi Handapangoda",85,Kandy,57,1,70.2,65.04,Moderate Demand,,,,,,,,
REAL-066,බෙරගල පල්ලම (Beragala Pallama),ඩී. එම්. අනුර දිසානායක,Mystery / Crime / Novel,250,978-955-4578-66-1,/images/books/beragala_pallama.jpg,TRUE,280,5,"බෙරගල පල්ලම, Beragala Pallama, අනුර දිසානායක, Anura Dissanayaka",70,Galle,65,28,128.4,92.98,High Demand,,,,,,,,
REAL-067,හාලි ඇල වලව්ව (Hali Ela Walawwa),ඩී. එම්. අනුර දිසානායක,Crime / Mystery / Thriller,450,978-955-29-0147-8,/images/books/hali_ela_walawwa.jpg,TRUE,425,4.5,"හාලි ඇල වලව්ව, Hali Ela Walawwa, අනුර දිසානායක, Anura Dissanayaka",106,Galle,75,19,116.95,87.59,High Demand,,,,,,,,
REAL-068,තරු (Tharu),යනුෂා ලක්මාලි,නවකතා (Novel),490,978-624-6586-09-6,/images/books/tharu.jpg,TRUE,195,4.4,"තරු, Tharu, යනුෂා ලක්මාලි, Yanusha Lakmali",49,Colombo,35,39,137.65,92.43,High Demand,,,,,,,,
REAL-069,චන්ද්‍ර රක්ත (Chandra Raktha),සඳරුවන් ලෙව්කේ බණ්ඩාර,Horror / Fantasy / Thriller,1300,978-624-5572-96-0,/images/books/chandra_raktha.jpg,TRUE,610,4.7,"චන්ද්‍ර රක්ත, Chandra Raktha, සඳරුවන් ලෙව්කේ බණ්ඩාර",153,Kandy,91,17,129.9,98.18,High Demand,,,,,,,,
REAL-070,I'm Your Lady,අශ්විනි ජයවර්ධන,Horror / Thriller / Mystery,1350,978-624-6178-04-8,/images/books/im_your_lady.jpg,TRUE,470,3.5,"I'm Your Lady, අයිම් යුවර් ලේඩි, අශ්විනි ජයවර්ධන",118,Colombo,85,29,130.7,85.44,High Demand,,,,,,,,
REAL-071,ටොක්සික් - ගරභ විෂ (Toxic),මොහාන් රාජ් මඩවල,Fiction / Novel,1650,978-624-6039-10-3,/images/books/toxic.jpg,TRUE,890,3.8,"ටොක්සික්, Toxic, ගරභ විෂ, මොහාන් රාජ් මඩවල",223,Colombo,28,6,121.3,101.96,High Demand,,,,,,,,
REAL-072,මන්දෝදරී (Mandodari),මොහාන් රාජ් මඩවල,Fiction / Novel,1650,978-624-6039-05-9,/images/books/mandodari.jpg,TRUE,750,4.6,"මන්දෝදරී, Mandodari, මොහාන් රාජ් මඩවල",188,Galle,83,21,148.1,109.52,High Demand,,,,,,,,
REAL-073,සෙත් (Seth),ගයානා එස්. ලක්මාලි,නවකතා (Novel),650,978-955-0929-34-4,/images/books/seth.jpg,TRUE,310,3.8,"සෙත්, Seth, ගයානා එස් ලක්මාලි, Gayana S Lakmali",78,Galle,27,38,138.9,92.28,High Demand,,,,,,,,
REAL-074,අරාජිකයෙක් ඇවිත්,ඩී. කේ. ආටිගල,නවකතා (Novel),1500,978-624-5572-41-0,/images/books/arajikayek_avith.jpg,TRUE,425,4.2,"අරාජිකයෙක් ඇවිත්, Arajikayek Avith, ඩී කේ ආටිගල",106,Galle,92,6,87.95,71.89,Moderate Demand,,,,,,,,
